INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
18133	中毒（NPC）	10	StdImpact010	1	2	-1	2	150	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18143	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18134	中毒（NPC）	10	StdImpact010	1	2	-1	2	160	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18144	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18141	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	78	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18142	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	84	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18143	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	90	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18144	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	96	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18151	群魔乱舞（NPC）	3	StdImpact003	0	189	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	4268	21.50712661	魔法攻击+	4268	21.50712661	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18152	群魔乱舞（NPC）	3	StdImpact003	0	189	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	4591	21.50712661	魔法攻击+	4591	21.50712661	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18153	群魔乱舞（NPC）	3	StdImpact003	0	189	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	4914	21.50712661	魔法攻击+	4914	21.50712661	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18154	群魔乱舞（NPC）	3	StdImpact003	0	189	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	5229	21.50712661	魔法攻击+	5229	21.50712661	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18161	震地攻击（NPC）	3	StdImpact003	0	187	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	2134	10.7535633	魔法攻击+	2134	10.7535633	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18162	震地攻击（NPC）	3	StdImpact003	0	187	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	2295	10.7535633	魔法攻击+	2295	10.7535633	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18163	震地攻击（NPC）	3	StdImpact003	0	187	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	2457	10.7535633	魔法攻击+	2457	10.7535633	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18164	震地攻击（NPC）	3	StdImpact003	0	187	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	2614	10.7535633	魔法攻击+	2614	10.7535633	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18171	封穴(NPC)	14	StdImpact014	1	13	-1	13	130	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18172	封穴(NPC)	14	StdImpact014	1	13	-1	13	140	-1	0	1	0	0	0	0	0	0	0	7000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18173	封穴(NPC)	14	StdImpact014	1	13	-1	13	150	-1	0	1	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18174	封穴(NPC)	14	StdImpact014	1	13	-1	13	160	-1	0	1	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18181	围困	14	StdImpact014	1	11	-1	11	130	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18182	围困	14	StdImpact014	1	11	-1	11	140	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18183	围困	14	StdImpact014	1	11	-1	11	150	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18184	围困	14	StdImpact014	1	11	-1	11	160	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18191	石化	14	StdImpact014	1	12	-1	12	130	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18192	石化	14	StdImpact014	1	12	-1	12	140	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18193	石化	14	StdImpact014	1	12	-1	12	150	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18194	石化	14	StdImpact014	1	12	-1	12	160	0	0	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18201	失明	35	StdImpact035	1	17	-1	17	130	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18202	失明	35	StdImpact035	1	17	-1	17	140	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18203	失明	35	StdImpact035	1	17	-1	17	150	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18204	失明	35	StdImpact035	1	17	-1	17	160	-1	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18211	恐惧	35	StdImpact035	1	18	-1	18	130	-1	0	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18212	恐惧	35	StdImpact035	1	18	-1	18	140	-1	0	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18213	恐惧	35	StdImpact035	1	18	-1	18	150	-1	0	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18214	恐惧	35	StdImpact035	1	18	-1	18	160	-1	0	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18221	寸步难移	14	StdImpact014	1	19	-1	19	130	-1	0	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18222	寸步难移	14	StdImpact014	1	19	-1	19	140	-1	0	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18223	寸步难移	14	StdImpact014	1	19	-1	19	150	-1	0	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18224	寸步难移	14	StdImpact014	1	19	-1	19	160	-1	0	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18231	缠绕	14	StdImpact014	1	20	-1	20	130	-1	0	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18232	缠绕	14	StdImpact014	1	20	-1	20	140	-1	0	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18233	缠绕	14	StdImpact014	1	20	-1	20	150	-1	0	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18234	缠绕	14	StdImpact014	1	20	-1	20	160	-1	0	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	0	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18241	就擒	14	StdImpact014	1	22	-1	22	130	-1	0	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18242	就擒	14	StdImpact014	1	22	-1	22	140	-1	0	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18243	就擒	14	StdImpact014	1	22	-1	22	150	-1	0	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18244	就擒	14	StdImpact014	1	22	-1	22	160	-1	0	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	0	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18251	死缠烂打(NPC)	14	StdImpact014	1	23	-1	23	130	-1	0	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	-50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18252	死缠烂打(NPC)	14	StdImpact014	1	23	-1	23	140	-1	0	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	-50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18253	死缠烂打(NPC)	14	StdImpact014	1	23	-1	23	150	-1	0	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	-50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18254	死缠烂打(NPC)	14	StdImpact014	1	23	-1	23	160	-1	0	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	1	0	"可否移动（CanMove标记,-1为无效）"	1	0	"无敌否（Unbreakable标记,-1为无效）"	0	0	移动速度修正%（0为无效）	-50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
18261	软弱无力(NPC)虚弱攻击	12	StdImpact012	1	37	-1	37	130	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	-30	0	物理防御修正率	0	0	魔法攻击修正率	-30	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18262	软弱无力(NPC)虚弱攻击	12	StdImpact012	1	37	-1	37	140	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	-30	0	物理防御修正率	0	0	魔法攻击修正率	-30	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18263	软弱无力(NPC)虚弱攻击	12	StdImpact012	1	37	-1	37	150	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	-30	0	物理防御修正率	0	0	魔法攻击修正率	-30	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18264	软弱无力(NPC)虚弱攻击	12	StdImpact012	1	37	-1	37	160	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	-30	0	物理防御修正率	0	0	魔法攻击修正率	-30	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
