INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
204	1600	9628	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	11532	385671	64462	1157015	64462	1157015	17271	578507	17271	578507	64462	1157015	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687	69031	1542687
205	1600	9628	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	11649	385671	65115	1157015	65115	1157015	17446	578507	17446	578507	65115	1157015	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687	69730	1542687
206	1600	9628	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	11766	385671	65768	1157015	65768	1157015	17621	578507	17621	578507	65768	1157015	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687	70429	1542687
207	1600	9628	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	11883	385671	66421	1157015	66421	1157015	17796	578507	17796	578507	66421	1157015	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687	71128	1542687
208	1600	9628	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	12000	385671	67074	1157015	67074	1157015	17971	578507	17971	578507	67074	1157015	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687	71827	1542687
209	1600	9628	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	12117	385671	67727	1157015	67727	1157015	18146	578507	18146	578507	67727	1157015	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687	72526	1542687
210	1600	9628	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	12234	385671	68380	1157015	68380	1157015	18321	578507	18321	578507	68380	1157015	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687	73225	1542687
211	1600	9628	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	12351	385671	69033	1157015	69033	1157015	18496	578507	18496	578507	69033	1157015	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687	73924	1542687
212	1600	9628	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	12468	385671	69686	1157015	69686	1157015	18671	578507	18671	578507	69686	1157015	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687	74623	1542687
213	1600	9628	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	12585	385671	70339	1157015	70339	1157015	18846	578507	18846	578507	70339	1157015	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687	75322	1542687
214	1600	9628	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	12702	385671	70992	1157015	70992	1157015	19021	578507	19021	578507	70992	1157015	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687	76021	1542687
215	1600	9628	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	12819	385671	71645	1157015	71645	1157015	19196	578507	19196	578507	71645	1157015	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687	76720	1542687
216	1600	9628	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	12936	385671	72298	1157015	72298	1157015	19371	578507	19371	578507	72298	1157015	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687	77419	1542687
217	1600	9628	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	13053	385671	72951	1157015	72951	1157015	19546	578507	19546	578507	72951	1157015	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687	78118	1542687
218	1600	9628	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	13170	385671	73604	1157015	73604	1157015	19721	578507	19721	578507	73604	1157015	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687	78817	1542687
219	1600	9628	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	13287	385671	74257	1157015	74257	1157015	19896	578507	19896	578507	74257	1157015	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687	79516	1542687
220	1600	9628	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	13404	385671	74910	1157015	74910	1157015	20071	578507	20071	578507	74910	1157015	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687	80215	1542687
221	1600	9628	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	13521	385671	75563	1157015	75563	1157015	20246	578507	20246	578507	75563	1157015	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687	80914	1542687
222	1600	9628	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	13638	385671	76216	1157015	76216	1157015	20421	578507	20421	578507	76216	1157015	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687	81613	1542687
223	1600	9628	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	13755	385671	76869	1157015	76869	1157015	20596	578507	20596	578507	76869	1157015	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687	82312	1542687
224	1600	9628	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	13872	385671	77522	1157015	77522	1157015	20771	578507	20771	578507	77522	1157015	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687	83011	1542687
225	1600	9628	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687
226	1600	9628	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687
227	1600	9628	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687
228	1600	9628	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687
229	1600	9628	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687
230	1600	9628	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687
231	1600	9628	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687
232	1600	9628	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687
233	1600	9628	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687
234	1600	9628	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687
235	1600	9628	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687
