INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
362	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
363	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
364	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
365	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
366	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
367	定海神针防	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	1	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
368	定海神针防	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	2	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
369	定海神针防	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	3	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
370	定海神针防	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	4	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
371	定海神针防	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	5	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
372	定海神针防	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	6	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
373	定海神针防	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	7	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
374	定海神针防	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	8	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
375	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	9	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
376	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
377	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
378	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
379	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
380	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
381	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
382	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
383	定海神针攻	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
384	定海神针攻	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
385	定海神针攻	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
386	定海神针攻	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
387	定海神针攻	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
388	定海神针攻	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
389	定海神针攻	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
390	定海神针攻	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
391	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
392	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
393	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
394	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
395	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
396	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
397	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
398	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
401	八阵图	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
402	八阵图	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
403	八阵图	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
404	八阵图	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
405	八阵图	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
406	八阵图	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
407	八阵图	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
408	八阵图	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
409	八阵图	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
410	八阵图	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
411	八阵图	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
412	八阵图	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
413	八阵图	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
414	八阵图	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
415	八阵图	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
416	八阵图	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
501	八阵图防	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
502	八阵图防	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
503	八阵图防	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
504	八阵图防	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
505	八阵图防	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
506	八阵图防	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
507	八阵图防	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
508	八阵图防	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
509	八阵图防	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
510	八阵图防	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
511	八阵图防	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
512	八阵图防	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
513	八阵图防	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
514	八阵图防	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
515	八阵图防	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
516	八阵图防	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
601	八阵图攻	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
602	八阵图攻	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
603	八阵图攻	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
604	八阵图攻	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
605	八阵图攻	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2456	效果2	2683	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
606	八阵图攻	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2457	效果2	2683	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
607	八阵图攻	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2458	效果2	2683	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
608	八阵图攻	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2459	效果2	2683	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
609	八阵图攻	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2460	效果2	2683	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
610	八阵图攻	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2461	效果2	2683	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
611	八阵图攻	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2462	效果2	2683	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
612	八阵图攻	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2463	效果2	2683	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
613	八阵图攻	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17241	效果2	2683	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
614	八阵图攻	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17242	效果2	2683	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
615	八阵图攻	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17243	效果2	2683	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
616	八阵图攻	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	17244	效果2	2683	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
701	初级陷阱	初级陷阱	-1	0	10	2	1	g01_bamenjinsuo	-1	g01_xy_jq_zdo_八阵图_2	-1		-1	0	0	0		15000	500	2	2	1	0	0	0	0	0	效果1	111	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
711	欢度新春	欢度新春	0	1	0	0	0	yanhua_10Q4春节一	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
712	合家共乐	合家共乐	0	1	0	0	0	yanhua_10Q4春节二_01	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
713	我要结婚	我要结婚	0	1	0	0	0	yanhua_10Q4情人节	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
714	荧舞缎飞	荧舞缎飞	0	1	0	0	0	yanhua_2010Q4情人节2	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
715	愚人节快乐	愚人节快乐	0	1	0	0	0	yanhua_2011Q1_愚人节2	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
716	欢庆五一	欢庆五一	0	1	0	0	0	yanhua_11Q2劳动节_01	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
717	劳动最闪耀	劳动最闪耀	0	1	0	0	0	yanhua_2011Q2_五一	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
718	鱼刷新点_橙	鱼刷新点_橙	0	1	0	0	0	帮会循环任务_鱼刷新点_橙	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
719	鱼刷新点_粉	鱼刷新点_粉	0	1	0	0	0	帮会循环任务_鱼刷新点_粉	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
